year,country_name,hdi_category,indicator_name,reference,values
,Togo,MEDIUM HUMAN DEVELOPMENT,Annual population growth rate  (%) 2005-15b,,2.5
,Yemen,MEDIUM HUMAN DEVELOPMENT,Annual population growth rate  (%) 2005-15b,,2.9
,Uganda,MEDIUM HUMAN DEVELOPMENT,Annual population growth rate  (%) 2005-15b,,3.2
,Gambia,MEDIUM HUMAN DEVELOPMENT,Annual population growth rate  (%) 2005-15b,,2.5
,Senegal,,Annual population growth rate  (%) 2005-15b,,2.3
,Eritrea,,Annual population growth rate  (%) 2005-15b,,3.1
,Nigeria,,Annual population growth rate  (%) 2005-15b,,2.2
,Tanzania (United Republic of),,Annual population growth rate  (%) 2005-15b,,2.4
,Guinea,,Annual population growth rate  (%) 2005-15b,,2.4
,Rwanda,,Annual population growth rate  (%) 2005-15b,,2.7
,Angola,,Annual population growth rate  (%) 2005-15b,,2.8
,Benin,,Annual population growth rate  (%) 2005-15b,,2.9
,Malawi,,Annual population growth rate  (%) 2005-15b,,2.5
,Zambia,,Annual population growth rate  (%) 2005-15b,,1.9
,Iceland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,86.7
,Norway,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,68.2
,Australia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,85.9
,Canada,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,75.6
,Ireland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,53.6
,Sweden,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,82.7
,Switzerland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,55.7
,Japan,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,56.8
,Netherlands,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,63.2
,France,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,72.9
,Finland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,58.3
,United States,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,73.7
,Spain,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,69.6
,Denmark,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,82.1
,Austria,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,65.6
,United Kingdom,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,82.7
,Belgium,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,94.5
,Luxembourg,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,77.3
,New Zealand,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,82.8
,Italy,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,65.6
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,89.7
,Germany,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,72.7
,Israel,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,86.6
,Greece,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,55.3
,Singapore,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,100.0
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,48.0
,Slovenia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,42.4
,Cyprus,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,47.3
,Portugal,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,40.8
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,62.0
,Barbados,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,40.8
,Czech Republic,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,63.7
,Kuwait,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,89.4
,Malta,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,89.7
,Qatar,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,88.9
,Hungary,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,62.2
,Poland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,55.3
,Argentina,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,81.0
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,83.6
,Chile,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,78.4
,Bahrain,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,85.0
,Slovakia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,46.3
,Lithuania,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,55.7
,Estonia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,67.6
,Latvia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,64.2
,Uruguay,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,83.4
,Croatia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,45.1
,Costa Rica,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,41.3
,Bahamas,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,71.5
,Seychelles,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,46.3
,Cuba,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,64.2
,Mexico,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,62.8
,Bulgaria,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,57.6
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,35.0
,Tonga,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,20.3
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,57.3
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,34.2
,Oman,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,34.1
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,11.4
,Romania,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,42.8
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,58.3
,Panama,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,49.0
,Malaysia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,37.7
,Belarus,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,50.6
,Mauritius,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,43.4
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,31.3
,Russian Federation,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,66.9
,Albania,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,32.7
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,50.6
,Brazil,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,61.7
,Dominica,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,55.3
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,25.2
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,52.6
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,75.8
,Colombia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,60.0
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,58.4
,Samoa,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,21.0
,Thailand,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,23.8
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,45.7
,Belize,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,50.2
,China,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,d,17.4
,Grenada,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,32.6
,Armenia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,63.6
,Turkey,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,41.6
,Suriname,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,49.5
,Jordan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,57.7
,Peru,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,61.5
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,67.0
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,42.4
,Philippines,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,35.6
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,49.9
,Fiji,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,36.7
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,27.0
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,45.7
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,39.0
,Georgia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,49.5
,Guyana,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,30.0
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,51.9
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,19.5
,Maldives,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,17.3
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,44.1
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,21.4
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,41.5
,Algeria,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,40.3
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,18.8
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,59.6
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,19.3
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,45.1
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,47.6
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,48.9
,Moldova,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,36.2
,Egypt,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,43.5
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,39.1
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,48.7
,Honduras,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,32.1
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,38.2
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,41.3
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,36.7
,Gabon,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,43.0
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,13.4
,South Africa,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,48.1
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,35.5
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,31.6
,Botswana,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,11.8
,Namibia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,23.7
,Morocco,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,37.8
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,27.4
,India,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,21.3
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,9.1
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,11.1
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,10.3
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,23.9
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,4.6
,Comoros,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,21.2
,Ghana,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,30.1
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,26.3
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,20.6
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,10.8
,Congo,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,43.3
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,9.9
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,14.0
,Nepal,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,4.8
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,16.3
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,27.3
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,11.9
,Haiti,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,21.7
,Sudan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,18.9
,Kenya,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,12.9
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,67.1
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,14.6
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,19.9
,Togo,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,22.8
,Yemen,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,14.8
,Uganda,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,7.0
,Gambia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 1975,,24.4
,Senegal,,Urban populationa (% of total) 1975,,33.7
,Eritrea,,Urban populationa (% of total) 1975,,13.5
,Nigeria,,Urban populationa (% of total) 1975,,23.4
,Tanzania (United Republic of),,Urban populationa (% of total) 1975,,11.1
,Guinea,,Urban populationa (% of total) 1975,,19.5
,Rwanda,,Urban populationa (% of total) 1975,,4.0
,Angola,,Urban populationa (% of total) 1975,,19.1
,Benin,,Urban populationa (% of total) 1975,,21.9
,Malawi,,Urban populationa (% of total) 1975,,7.7
,Zambia,,Urban populationa (% of total) 1975,,34.9
,Iceland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,92.8
,Norway,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,77.4
,Australia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,88.2
,Canada,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,80.1
,Ireland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,60.5
,Sweden,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,84.2
,Switzerland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,75.2
,Japan,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,65.8
,Netherlands,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,80.2
,France,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,76.7
,Finland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,61.1
,United States,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,80.8
,Spain,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,76.7
,Denmark,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,85.6
,Austria,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,66.0
,United Kingdom,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,89.7
,Belgium,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,97.2
,Luxembourg,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,82.8
,New Zealand,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,86.2
,Italy,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,67.6
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,100.0
,Germany,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,75.2
,Israel,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,91.6
,Greece,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,59.0
,Singapore,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,100.0
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,80.8
,Slovenia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,51.0
,Cyprus,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,69.3
,Portugal,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,57.6
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,73.5
,Barbados,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,52.7
,Czech Republic,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,73.5
,Kuwait,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,98.3
,Malta,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,95.3
,Qatar,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,95.4
,Hungary,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,66.3
,Poland,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,62.1
,Argentina,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,90.1
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,76.7
,Chile,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,87.6
,Bahrain,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,96.5
,Slovakia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,56.2
,Lithuania,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,66.6
,Estonia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,69.1
,Latvia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,67.8
,Uruguay,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,92.0
,Croatia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,56.5
,Costa Rica,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,61.7
,Bahamas,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,90.4
,Seychelles,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,52.9
,Cuba,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,75.5
,Mexico,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,76.0
,Bulgaria,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,70.0
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,32.2
,Tonga,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,24.0
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,84.8
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,39.1
,Oman,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,71.5
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,12.2
,Romania,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,53.7
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,81.0
,Panama,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,70.8
,Malaysia,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,67.3
,Belarus,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,72.2
,Mauritius,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,42.4
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,45.7
,Russian Federation,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,73.0
,Albania,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,45.4
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,68.9
,Brazil,HIGH HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,84.2
,Dominica,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,72.9
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,27.6
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,57.3
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,93.4
,Colombia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,72.7
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,67.8
,Samoa,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,22.4
,Thailand,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,32.3
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,66.8
,Belize,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,48.3
,China,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,d,40.4
,Grenada,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,30.6
,Armenia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,64.1
,Turkey,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,67.3
,Suriname,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,73.9
,Jordan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,82.3
,Peru,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,72.6
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,86.6
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,62.8
,Philippines,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,62.7
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,65.3
,Fiji,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,50.8
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,45.9
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,66.9
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,58.5
,Georgia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,52.2
,Guyana,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,28.2
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,51.5
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,15.1
,Maldives,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,29.6
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,53.1
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,57.3
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,59.8
,Algeria,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,63.3
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,26.4
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,71.6
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,48.1
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,50.6
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Urban populationa (% of total) 2005,,46.2
